title,address,totalScore,categories,location,Jarak_KampusC,Jarak_KampusB,Jarak_KampusA
Nasi Pecel Safira,"Jl. Srikana No.6-2, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.7,Warung nasi,"{'lat': -7.2739984, 'lng': 112.7573553}",3.0646703480475646,1.2975256064297587,0.6873198554266798
Nasi Padang Uda Wandi Surabaya,"Jl. Srikana Tim. No.4, RW.6, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.3,Restoran Padang,"{'lat': -7.2741543, 'lng': 112.7588057}",2.9096550750701184,1.1471556331686807,0.5283819368169104
"WARUNG Nasi Campur ""bu sri klampis""","Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.0,Warung nasi,"{'lat': -7.2896475, 'lng': 112.773613}",2.5381779748396003,2.1080889436260257,1.934861682505173
Nasi Goreng Kantor Pos Pucang,"Jl. Pucang Rinenggo No.41-53, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.3,Restoran Nasi Goreng,"{'lat': -7.2836898, 'lng': 112.7561037}",3.5267970690328863,1.964463490227769,1.2153071518495444
Nasi goreng 88,"PQH7+2Q2, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.8,Restoran Keluarga Restoran Nasi Goreng,"{'lat': -7.2724893, 'lng': 112.764404}",2.270976430436345,0.5025922702767174,0.35261590096623274
Kopi Kakak - Pucang Anom Timur,"Jl. Pucang Anom Tim. No.48, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.5,Kedai Kopi,"{'lat': -7.2848976, 'lng': 112.755551}",3.6419467914450516,2.102773682861981,1.3570009007086186
Toko Kopi Berkah Jaya,"Komplek Ruko Bratang, Jl. Barata Jaya No.59B 8, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.4,Kedai Kopi,"{'lat': -7.2985922, 'lng': 112.7603652}",4.193426521077418,3.1741590668719053,2.5894646953287266
Kopilaborasi,"Jl. Ngagel Jaya Utara No.66, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.7,Kedai Kopi,"{'lat': -7.2893849, 'lng': 112.7573433}",3.7366541497677956,2.3750283561742647,1.6822629446966542
Pukul Satu Kopi - Dharmawangsa,"Jl. Dharmawangsa No.142a, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.7,Kedai Kopi Kafe,"{'lat': -7.2767447, 'lng': 112.7557838}",3.294965968005233,1.558121114708187,0.8513893337676253
Toko Kopi Karmen,"Jl. Karang Menjangan No.52, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.9,Kedai Kopi,"{'lat': -7.271078, 'lng': 112.7603459}",2.701662068033185,0.9328212910600671,0.5960316458559056
Kopi Vator,"No Jl. Pucang Anom Timur III No.7, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.7,Kedai Kopi Kafe,"{'lat': -7.2854109, 'lng': 112.7564644}",3.580506635414536,2.076825834404039,1.3415306534468139
Katalokopi,"Jl. Raya Menur No.29E, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.6,Kafe,"{'lat': -7.277719, 'lng': 112.762609}",2.605030540535343,0.9878073247324277,0.26171279075101184
Kopi Kenangan - Ruko Ngagel,"Ruko, Jl. Ngagel Tim. Jl. Ngagel Jaya Selatan No.4, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.6,Kedai Kopi,"{'lat': -7.293886, 'lng': 112.760666}",3.7839920160306146,2.666888765199246,2.0665526288493923
Toko Kopi Sepakat Gubeng,"Jl. Gubeng Kertajaya VII C No.22, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.5,Kedai Kopi Toko kopi,"{'lat': -7.2764639, 'lng': 112.7557743}",3.2887039016919606,1.5472299407425163,0.8479137921460116
"Mie Ayam Jamboel ""Spesial : Telur, Ceker , Kepala "".","Jl. Nginden Semolo No.58, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.5,Restoran Mie Rumah Makan Warung Makanan Kecil,"{'lat': -7.300121, 'lng': 112.7678766}",3.8635028251495274,3.2063713953558306,2.7819024842133135
"Mie Ayam BAROKAH ""PAK SUMALI""","Jl. Menur III No.1, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,Restoran Mie Rumah Makan,"{'lat': -7.2877371, 'lng': 112.7644716}",3.008330362658908,1.8890486537245954,1.3658291158861768
Depot Nain,"PQ46+8G6, Jl. Ngagel Jaya Selatan, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.6,Restoran Mie Rumah Makan,"{'lat': -7.2942134, 'lng': 112.761262}",3.764315574795578,2.6800834264477733,2.0941576030220044
"PANGSIT MIE AYAM JAKARTA ""CAK SUR""","PQG7+236, Jl. Kalidami, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.6,Restoran Mie,"{'lat': -7.2749618, 'lng': 112.7626265}",2.5147604079645527,0.793391062515766,0.1042133877377011
Pangsit Mie Makassar,"Jl. Barata Jaya XVII No.120, RT.02/RW.03, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.6,Restoran Mie Restoran Nasi Goreng,"{'lat': -7.3052349, 'lng': 112.7610124}",4.743059096480663,3.8699212631332047,3.316845267004376
MIE GNI Jember,"Jl. Manyar Kertoarjo V No.73, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,Restoran Mie Restoran Bakso,"{'lat': -7.2793095, 'lng': 112.7657856}",2.3538006329924825,0.9506560037389168,0.4986706681272655
Depot Mie Kocok Aceh,"Jl. Pucang Jajar No.23, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.5,Restoran Mie Restoran,"{'lat': -7.2851046, 'lng': 112.7601122}",3.2169973168827157,1.809555869204261,1.127873243384003
Mie Ayam Jakarta Bang Rudy,"Jl. Ngagel Jaya Selatan No.169, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",3.9,Restoran Mie,"{'lat': -7.2935806, 'lng': 112.760696}",3.757591250689909,2.6338090993009398,2.032475008838953
Pangsit Mie Ayam Pak No,"Jl. Pucang Jajar No.21, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.6,Restoran Mie Makanan,"{'lat': -7.286026, 'lng': 112.7601394}",3.2702014612315944,1.8957280560662395,1.2244463594518469
Mie Ayam & Bakso Wong Solo - Manyar Kartika,"Jl. Manyar Kartika VIII No.24, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.7,Restoran Mie Kedai Sarapan  Makan Siang,"{'lat': -7.2898158, 'lng': 112.7654762}",3.089660931517447,2.091251259782468,1.608234046576532
Warung Pangsit Mie Ayam Jakarta,"Jl. Arief Rahman Hakim, Gg.keputih 2 Stan, Pasar, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.5,Restoran Mie,"{'lat': -7.2896317, 'lng': 112.7847943}",2.2163070698631357,2.695788284046816,2.835073485138388
Mie Manyar 99,"Jl. Raya Manyar No.99, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60284, Indonesia",4.4,Restoran Mie Restoran Keluarga,"{'lat': -7.29908, 'lng': 112.762283}",4.10375908142321,3.171529961111753,2.624872896908861
Mie Restu Bang Karman,"Jl. Pucang Anom No.67, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.1,Restoran Mie Restoran Dim Sum Restoran Nasi Goreng,"{'lat': -7.2841903, 'lng': 112.7580239}",3.3643179504337293,1.8620466711638226,1.1337519441155504
""" STK "" Sedulur Tunggal Kopi (STK MULYOSARI)","Jl. Raya Mulyosari No.169, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.4,Kedai Kopi,"{'lat': -7.2701762, 'lng': 112.7968422}",1.3293238930925144,3.0956054367029693,3.735890374966767
Rumah Kopi Baik,"Jl. Pucang Asri I, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur, Indonesia",4.7,Kedai Kopi,"{'lat': -7.2863371, 'lng': 112.7564996}",3.6285256593737234,2.1532418278389636,1.42526536604799
Kedai Kopi 32,"Jl. Srikana No.32, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.7,Kedai Kopi,"{'lat': -7.2742503, 'lng': 112.7584447}",2.950711652607832,1.1883732983790924,0.5639575848143178
Mokhabika Coffee,"Ruko RMI, Jl. Ngagel Jaya Sel. No.33 blok l, Baratajaya, Gubeng, Surabaya, East Java 60284, Indonesia",4.7,Kedai Kopi Kafe Pemasok mesin kopi Grosir Kopi,"{'lat': -7.2961597, 'lng': 112.7609451}",3.947076094186078,2.8968663549476656,2.313159192306772
Kopi Mama Ury,"Jl. Manyar Indah II No.01, RT.012/RW.06, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,Kedai Kopi,"{'lat': -7.290388, 'lng': 112.771572}",2.724083263956401,2.144400260556202,1.8849482119463992
Distrik Kopi,"Jl. Nginden Semolo No.84, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,Kedai Kopi Bar,"{'lat': -7.30024, 'lng': 112.7702735}",3.754901195005179,3.222087088438958,2.8535186676947726
Kopi Kenangan - Ruko Manyar,"Jl. Manyar Kertoarjo No.33, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,Kedai Kopi,"{'lat': -7.2798013, 'lng': 112.7674377}",2.2201515156077196,0.9571707036725844,0.6535261755858706
Philip’s Coffee San Antonio,"Blk. N 1 Jl. Kalisari Utara I No.66, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.5,Kedai Kopi,"{'lat': -7.2654712, 'lng': 112.8047539}",2.2506200198715014,4.018385193668391,4.695715030828696
UD. Kopi Gepeng,"MQVX+JJ9, Jl. Medokan Semampir, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,Kedai Kopi,"{'lat': -7.3059704, 'lng': 112.7991131}",4.331059177845897,5.103031397273908,5.195714836049979
H+N Coffee,"Jl. Kejawan Gebang No.23, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2855343, 'lng': 112.8014487}",2.5440509653654972,3.9336097936142984,4.342507285138693
WARMINDO SURABAYA KOPI,"Jl. Raya Manyar No.101, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60284, Indonesia",4.4,Kedai Kopi,"{'lat': -7.2991994, 'lng': 112.7622788}",4.114615659594149,3.184567161358541,2.6381567042575007
Casa Coffee,"Ruko 21 Klampis, Blok F7, Klampis Ngasem, Sukolilo, Surabaya, East Java 60117, Indonesia",4.7,Kedai Kopi Kafe,"{'lat': -7.2872316, 'lng': 112.7764247}",2.157232568679101,1.9610052166437333,1.9404997001162179
Warung Kopi Stela,"Jl. Karang Menjangan II No.77, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2715189, 'lng': 112.7624224}",2.476544533032092,0.7038754866576294,0.45562229854056585
Rindu Kopi Senja - Nginden Semolo,"Jl. Nginden Semolo No.49, RT.001/RW.08, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,Kedai Kopi,"{'lat': -7.29963, 'lng': 112.7681773}",3.7996783641167133,3.1509052650962586,2.734386871025368
Sult Cafe & Eatery,"Jl. Arief Rahman Hakim No.185, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,Kafe,"{'lat': -7.2901885, 'lng': 112.7885638}",2.3157355950881406,3.0271004562125507,3.2204234750855436
De Mandailing Cafe & Eatery - Kertajaya Indah,"Jl. Klampis Jaya No.144, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,Kafe Kedai Kopi Restoran,"{'lat': -7.2831208, 'lng': 112.7767691}",1.7354221754418,1.5812350351167603,1.7007394121783412
BnD Cafe,"Jl. Semolo Waru No.19, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,Kafe Kedai Kopi Restoran,"{'lat': -7.304145, 'lng': 112.7944034}",3.9738819296847296,4.616644589072285,4.673198214583787
Mojako - Semampir Tengah 4 A,"Jl. Semampir Tengah IV A, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,Kafe Kedai Kopi,"{'lat': -7.30745, 'lng': 112.7802829}",4.227078133849673,4.214508827216187,4.0111126871154275
Borre Cafe,"Jl. Raya Dharma Husada Indah No.4 (A-8, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,Kafe,"{'lat': -7.2693766, 'lng': 112.7737631}",1.2179151836786595,0.5877302980498939,1.330485025693953
"Konoae Warung A La Cafe, Keputih","Jl. Arief Rahman Hakim No.40, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,Kafe,"{'lat': -7.2903189, 'lng': 112.7965437}",2.6333261808512742,3.7197521763110872,4.0098915147091985
Rodah Coffee Bar and Tea Cafe,"Jl. Rodah Sekolahan No.1, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,Kafe,"{'lat': -7.281795, 'lng': 112.787974}",1.3897237497230863,2.4154925368666023,2.7994125674663595
Deckside Lounge & Cafe,"Oakwood Hotel & Residence Surabaya, Jl. Raya Kertajaya Indah No.79, Manyar Sabrangan, Mulyorejo, Surabaya, East Java 60116, Indonesia",4.6,Kafe Lounge,"{'lat': -7.2800527, 'lng': 112.7814105}",1.2103567128643538,1.6976249326152713,2.0500333312374757
HaHa Cafe mulyosari,"AA.2 ) - Sebelah KFC, Ruko Central Park, Jl. Raya Mulyosari, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.5,Kafe,"{'lat': -7.2660219, 'lng': 112.7961642}",1.3185250889610067,3.0748428058863873,3.764463434759062
Green Cloud Cafe,"Jl. Semolowaru Utara No.21, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.6,Kafe,"{'lat': -7.29848, 'lng': 112.779536}",3.2524373710287824,3.245983806023723,3.1139824222820747
Sand Box Cafe - Pakuwon City Mall,"Pakuwon Town Square AA1-25, Kejawaan Putih Tamba, Mulyorejo, Surabaya, East Java 60112, Indonesia",4.9,Kafe,"{'lat': -7.2761492, 'lng': 112.8051428}",2.3556289923127625,4.044722248151149,4.604785598421799
The Localist Coffee and Bistro Surabaya,"Jl. Arief Rahman Hakim No.40, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.3,Kafe Restoran,"{'lat': -7.2900085, 'lng': 112.7770857}",2.413189547230825,2.272187062164272,2.2093573753860354
Warung Kopi Mbooud,"Komp. Pertokoan Barata Jaya, 59 Blok A 16, Jl. Barata Jaya, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2989613, 'lng': 112.7605843}",4.209576845312807,3.2065080548911093,2.627201634503383
Kofie Paste,"Jl. Gubeng Kertajaya No.7C/56 Lantai 2, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.7,Kedai Kopi Kafe,"{'lat': -7.2766931, 'lng': 112.7570949}",3.1532650283672425,1.4235509596246652,0.7079913803550898
Kopi Lain Hati - Keputih,"PR54+7PG, Jalan, Tegal Timur, Keputih, Sukolilo, Surabaya, East Java 60111, Indonesia",4.5,Kedai Kopi,"{'lat': -7.2918075, 'lng': 112.8068284}",3.4563581217480492,4.774252574081447,5.12179227087421
Kedai Kopi Oy! x BC PSKNBEAT. SBY,"001, Jl. Raya Nginden No.143, RW.07, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.9,Kedai Kopi,"{'lat': -7.3056466, 'lng': 112.7622821}",4.705870782490799,3.8862453018402263,3.3544204701037614
LAKONE Koffie,"Jl. Keputih No.I / 20, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2883079, 'lng': 112.79781}",2.518014688737802,3.7168704463100624,4.053770033698264
Kopi Anak Monopole Klampis,"Jl. Klampis Jaya No.76, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2846124, 'lng': 112.7765748}",1.8901465440939669,1.7107333709793942,1.7715437134905447
Bent's Roti Kopi,"Jl. Ngagel Jaya Selatan No.105, RW.01, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.7,Kedai Kopi,"{'lat': -7.2934974, 'lng': 112.7564902}",4.092955046841824,2.8170367285531825,2.1414340105099336
Kopi Kenangan - Dharmahusada,"Jl. Dharmahusada No.72-58, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,Kedai Kopi,"{'lat': -7.2660799, 'lng': 112.7644195}",2.283759137961296,0.7552352420003826,1.0534876608185526
Kopi Anak Monopole - Ngagel,"Jl. Ngagel Jaya No.41, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2901228, 'lng': 112.7560709}",3.8984921941857262,2.520293527198943,1.815849302022862
Aku Dan Kopi,"Jl. Raya Menur No.34, RT.008/RW.07, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2771445, 'lng': 112.7618815}",2.6600016037508567,1.0023385725254927,0.24797334438229057
FULL MOON Cafe and Eatery,"Jl. Karang Menur No.22, RT.008/RW.07, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.6,Kafe,"{'lat': -7.2758818, 'lng': 112.7599079}",2.8303491863143266,1.1052304072530157,0.3875104070214851
Eicy Cafe,"Jl. Manyar Jaya No.2e, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,Kafe Kedai Kopi,"{'lat': -7.2945429, 'lng': 112.768385}",3.3028732191397157,2.5849014442049927,2.1876983757656743
apollo billiard and cafe,"Jl. Raya Menur No.34F, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.9,Kafe,"{'lat': -7.2769991, 'lng': 112.7619318}",2.6497330753402837,0.9876705644601348,0.23240393417762412
Harman Cafe,"Jl. Nginden Semolo No.46a, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,Kafe Kedai Kopi,"{'lat': -7.2999956, 'lng': 112.7667953}",3.9104961092400123,3.1984615865543926,2.749413827908493
MADANI CAFE SURABAYA,"Jl. Gubeng Kertajaya IX Raya C Raya No.23, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.6,Kafe,"{'lat': -7.2768622, 'lng': 112.7581685}",3.043509484933764,1.3257644926137333,0.5965817320220324
OEBIN,"Jl. Raya Manyar No.49, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.9,Kafe,"{'lat': -7.2943867, 'lng': 112.7626124}",3.6775381413714605,2.6562986034927203,2.101904035180654
Arra Cafe,"Jl. Manyar Kertoarjo I No.2, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",5.0,Kafe,"{'lat': -7.2813507, 'lng': 112.7642047}",2.6151003694253303,1.227155521387096,0.656595783203708
Combi Road Cafe,"no Jl Raya No.70, Menur Pumpungan, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,Kafe,"{'lat': -7.280181, 'lng': 112.762115}",2.7602566556235035,1.2324339294728464,0.5394564543052272
Upper Room Cafe & Resto,"Nginden Intan Selatan Blok:C7, Jl. Raya Nginden Jangkungan No.7, Ngenden Jangkungan, Sukolilo, Surabaya, East Java 60118, Indonesia",4.5,Kafe Kedai Kopi Restoran Cepat Saji Restoran,"{'lat': -7.3065735, 'lng': 112.7657903}",4.605152109793084,3.936262314830752,3.4652638880893756
Cak Di Cafe & live music,"PQG4+9QF, Jl. Srikana No.200, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.8,Kafe,"{'lat': -7.2740525, 'lng': 112.7569949}",3.104874319082035,1.3375956242524296,0.7245853721406224
"Bucket and catering ,pangsit mie ayam jakarta","Jl. Kedung Pengkol Gg. 2 No.8, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60131, Indonesia",4.5,Restoran Mie,"{'lat': -7.2647601, 'lng': 112.7646765}",2.286615228152989,0.8577272085024692,1.2024955438128941
Pangsit Mie Bangka Mulyorejo,"Jl. Bhaskara Sari No.20, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.3,Restoran Mie Restoran Pempek,"{'lat': -7.267535, 'lng': 112.7975492}",1.4267130894024227,3.1985903133343028,3.8694077276755774
Mie Asui 168,"Ruko Galaxy Bumi Permai, Araya H5 / 12, Surabaya, Jawa Timur 60119, Indonesia",4.4,Restoran China,"{'lat': -7.301334, 'lng': 112.7845572}",3.5176471097293254,3.764797928336511,3.7010064791147292
Mie Ayam dan Bakso Solo Ning Ati,"Jl. Krukah Lama I No.15 B, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60245, Indonesia",4.7,Restoran Mie Rumah Makan Restoran,"{'lat': -7.2943653, 'lng': 112.7557726}",4.215788864536809,2.939830380432394,2.260137675696262
"Bakso, Pangsit, Mie Ayam Ning Ati","Jl. Barata Jaya No.16, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.5,Restoran Mie Restoran Bakso,"{'lat': -7.2989349, 'lng': 112.7570508}",4.4648920198014235,3.3349472534733224,2.6983045578069973
Mie Tokyo Chinese Food,"Jl. Raya Nginden No.20A, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.4,Restoran Mie Restoran China Restoran,"{'lat': -7.3003912, 'lng': 112.7618674}",4.247881306436006,3.3239441854964187,2.7729362200945578
Pangsit Mie Ayam Mas Eko,"Jl. Nginden Semolo No.20, RT.002/RW.01, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,Restoran Mie,"{'lat': -7.2997519, 'lng': 112.7640878}",4.047889479977449,3.206119486209118,2.6977588158452384
Depot Kwan Mie Keriting & Kwetiau Medan,"Ruko San Diego MR1 No.3 - Pakuwon City, Jl. Kalisari Permai I No.6, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.6,Restoran Mie Restoran China,"{'lat': -7.269891, 'lng': 112.805306}",2.261936427002001,4.029695864116943,4.664141376584646
PANGSIT MIE CAHAYA,"Jl. Raya Manyar, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60171, Indonesia",4.7,Restoran Mie Restoran Indonesia,"{'lat': -7.2962784, 'lng': 112.7624166}",3.850909367729435,2.8653254238495447,2.313000475957331
Medicine Cafe,"Jalan Profesor Doktor Moestopo No.47, Pacar Kembang, Kec. Tambaksari, Surabaya, Jawa Timur 60132, Indonesia",4.6,Kafe,"{'lat': -7.265537, 'lng': 112.75959}",2.8189737801659924,1.2011050926847673,1.1848668274632521
Point Cafe Dharmahusada 62,"Jl. Dharmahusada No.62, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,Kedai Kopi,"{'lat': -7.26614, 'lng': 112.7645909}",2.263973686580174,0.7380750093891388,1.049042500020886
Garasi 1/2 Cafe and Eatery,"Jl. Mojo I No.2, RT.06/RW.5, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,Kedai Kopi Kafe,"{'lat': -7.2687997, 'lng': 112.7638251}",2.3157246374936373,0.6151489484435616,0.7465144013582499
Eleven Cafe,"Jalan Pucang Anom Timur IV, Blok AI No.26, Kota Surabaya, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",5.0,Kafe,"{'lat': -7.2862585, 'lng': 112.7556171}",3.708248138300703,2.209275506137446,1.4724259163054918
Ambyar cafe,"Jl. Pucang Anom Tim. No.17-19, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.8,Kafe,"{'lat': -7.2831985, 'lng': 112.7561038}",3.503035569626803,1.9265373801250776,1.1749209816166304
Cafe Isen,"lobby lt 1 RS Husada Utama, Jl. Prof. DR. Moestopo No.31-35, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60131, Indonesia",4.9,Kafe Restoran,"{'lat': -7.2648203, 'lng': 112.7561326}",3.208283085021363,1.572069155407449,1.432757530199948
Fortitude Bound by Loyalty,"Jl. Kep Tegal Tim. No.33 No.A2, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Kafe,"{'lat': -7.2912409, 'lng': 112.8042622}",3.2164117981536022,4.496197028161658,4.834952123251576
VARASH SURABAYA,"blok g, 1, Jl. Arif Rachman Hakim, Ruko Klampis 21 No.51, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,Kafe,"{'lat': -7.2864642, 'lng': 112.7757434}",2.1148825531668702,1.8519568295448916,1.8275479865429942
Ludic Cafe Semolo,"Jl. Sukosemolo No.8, RW.9, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.2,Kedai Kopi,"{'lat': -7.3011846, 'lng': 112.7803726}",3.534826158388239,3.55973679807928,3.4148506811979087
Kedai Rhythm,"Jl. Ngagel Jaya Utara No.50, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60111, Indonesia",4.4,Kafe Kedai Kopi,"{'lat': -7.2893418, 'lng': 112.7566448}",3.7966048534140437,2.412914642057706,1.7100014572331326
Strike Pool & Cafe,"Jl. Raya Dharma Husada Indah AA20 No.106, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,Kafe Tempat Biliar,"{'lat': -7.2772222, 'lng': 112.7722222}",1.6199744142319368,0.7590328264971268,0.9917494749092175
Point Cafe Dharmawangsa 41,"Jl. Dharmawangsa No.41, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.7,Kedai Kopi,"{'lat': -7.274703, 'lng': 112.7564588}",3.1751663099658924,1.4128543916480554,0.7707258607802918
Cafe Nusa Indah,"No Jl. Ngagel Tama No.61, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.1,Kafe,"{'lat': -7.2922761, 'lng': 112.757681}",3.9050026026160776,2.635212513489398,1.9691852571660686
Kedai Mino,"PQ99+4QV, Jalan, Manyar Sabrangan, Mulyorejo, Surabaya, East Java 60116, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2821312, 'lng': 112.7694102}",2.1891082384254323,1.206255300181761,0.9915426007153505
Kedai Cemoro,"Jl. Raya Semampir No.79E, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.1,Kafe Toko kopi,"{'lat': -7.308773, 'lng': 112.778325}",4.403030373504773,4.297212278317193,4.049485094861802
