title,address,totalScore,categories,location,Jarak_KampusC,Jarak_KampusB,Jarak_KampusA
Warung Makan Tegal,"Jl. Kedung Tomas II No.44B, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.2,Warung tegal,"{'lat': -7.2892201, 'lng': 112.7690061}",2.7831590128584005,1.992756623317085,1.6461548666591894
Warung Makan AERO BANGKIT 24 Jam,"PQF4+775, Jl. Gubeng Kertajaya, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",3.6,Warung tegal,"{'lat': -7.2769123, 'lng': 112.7557798}",3.2998735583239713,1.5658610135749211,0.8550502940258464
Warteg Naik Kelas,"Jl. Raya Manyar No.84 B, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60118, Indonesia",4.3,Restoran Restoran Keluarga,"{'lat': -7.2980449, 'lng': 112.761841}",4.0430933077253774,3.0713577413648627,2.5127723826384303
Depot Bedjo,"Jl. Dharmahusada No.36 C, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,Restoran China,"{'lat': -7.2665312, 'lng': 112.7672008}",1.9729396050335768,0.5588363412543473,1.081820442088895
Depot Pak Min,"Jl. Manyar Kertoadi, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.2,Restoran Hidangan Mie Dan Dan Restoran Nasi Goreng,"{'lat': -7.2821919, 'lng': 112.77825}",1.5656880105168887,1.5978979918890555,1.7990391244432475
Depot Gentong Mas,"Jl. Manyar Kertoarjo No.57, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,Restoran,"{'lat': -7.279987, 'lng': 112.7690105}",2.083633923676412,0.9662306627410345,0.7949144591022674
Depot ARTO MORO,"Jl. Sukodami III No.2, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.8,Rumah Makan,"{'lat': -7.2779423, 'lng': 112.7628213}",2.59171627507847,0.9901475273415277,0.27897226245292683
Depot Victory,"Jl. Semolowaru No.56, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.0,Restoran China,"{'lat': -7.3003923, 'lng': 112.7747814}",3.58727059334627,3.3015084301069573,3.0392654733849063
Depot Langgeng,"Food Festival, Jalan Kejawan Putih Tambak 22, Kejawaan Putih Tamba, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.5,Kedai Sarapan,"{'lat': -7.276175, 'lng': 112.803141}",2.147322656098584,3.826412499334018,4.384064142054685
Depot Langgeng Jaya,"Jojoran III B No.63, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,Restoran Jawa Restoran Indonesia Kedai Sup,"{'lat': -7.277102, 'lng': 112.7689426}",1.933056134201313,0.6453455604573893,0.6367704770931625
Depot Mandarin 2,"Graha Masyithoh, Jl. Menur Pumpungan No.34, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,Restoran,"{'lat': -7.2895059, 'lng': 112.768518}",2.8417267290107984,2.0246454490606656,1.6565389880372394
Depot Lumintu Dinoyo,"Jl. Krukah Tim. No.5B, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.5,Restoran Jawa,"{'lat': -7.29455, 'lng': 112.7570339}",4.12486081262305,2.8927369796206994,2.2316109273807196
Depot Mustikarasa,"Jl. Gubeng Kertajaya IX Raya No.46, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.8,Warung Makanan Kecil,"{'lat': -7.2756286, 'lng': 112.7573724}",3.096271044159088,1.3492395068545544,0.6649968252633793
Depot Pak Umbar,"Jl. Raya Semampir No.79, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.6,Restoran Nasi Goreng,"{'lat': -7.3084314, 'lng': 112.7783721}",4.364706668358935,4.261674891665935,4.016943750459524
Warteg sri sadana,"Jl. Pucang Jajar Tengah No.71, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",5.0,Dapur Umum,"{'lat': -7.2835394, 'lng': 112.7611914}",3.0247378010730053,1.5989093849834124,0.9265396318453103
Warteg sri sadana,"depan poltekes, Jl. Pucang Jajar Tengah No.76, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.5,Restoran,"{'lat': -7.2836041, 'lng': 112.7621489}",2.9380870896137603,1.5524289287368478,0.9116406961400989
Warteg Sri Sadana,"Jl. Karang Menjangan No.13, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,Warung tegal,"{'lat': -7.2669146, 'lng': 112.761055}",2.6373605719657816,0.9836611859939762,0.9890740153414271
Warung Selera Bahari Nginden Semolo,"Ruko Palacio, Jl. Nginden Semolo, Ngenden Jangkungan, Sukolilo, Surabaya, East Java 60118, Indonesia",5.0,Restoran Indonesia,"{'lat': -7.3001465, 'lng': 112.7663065}",3.95251147446621,3.219357996304183,2.759255592641817
Warteg Lapan,"Jl. Kertajaya IX C No.7, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",5.0,Warung tegal,"{'lat': -7.276821, 'lng': 112.757684}",3.0939440696651066,1.3712024285572706,0.6473579000776161
Warung Bu Mar (Ibuk Marsiati),"Jl. Asempayung Gg. Regency No.9, RT.002/RW.03, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,Restoran Prasmanan Rumah Makan Restoran,"{'lat': -7.2861537, 'lng': 112.7861373}",1.8355068403371455,2.5268196785295616,2.7736046457608645
Warung Makan SK,"PQH4+RGM, Jl. Dharmawangsa Dalam, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",3.0,Restoran Indonesia Katering Rumah Makan Warung nasi Restoran Padang Warung tegal,"{'lat': -7.2703948, 'lng': 112.7563045}",3.1440358898556986,1.381936056436166,0.9668366469855754
Kedai boba,"PQ99+4HJ, Jl. Mleto, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",5.0,Kedai Kopi,"{'lat': -7.282164, 'lng': 112.7688754}",2.23741695759819,1.2080519788913624,0.9559391930366846
Kedai Jiali,"Jl. Dharmawangsa No.142, RT.003/RW.04, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.1,Kedai Kopi,"{'lat': -7.2767447, 'lng': 112.7557838}",3.294965968005233,1.558121114708187,0.8513893337676253
Warkop Kedai Kopi Djoeang,"Jl. Jojoran IV No.24, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2727348, 'lng': 112.7623509}",2.4990438530617136,0.729012027263211,0.3285301341159505
Kedai kopi gebang 21,"Jl. Gebang Wetan No.21, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,Kedai Kopi,"{'lat': -7.2817543, 'lng': 112.7890216}",1.4189564626781699,2.515186464483969,2.9103501325349823
Kedai Nong-kie,"Jl. Klampis Semolo No.39, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,Kedai Kopi,"{'lat': -7.2980264, 'lng': 112.7797289}",3.1990336027132016,3.2070113477939763,3.085102004626138
Kedai Jenggot Putih,"Jl. Semolowaru Tengah IX No.2, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,Kedai Kopi Kafe,"{'lat': -7.3015035, 'lng': 112.7773374}",3.6309193249985405,3.487993415898115,3.274703006893388
Depot favor-it,"Jl. Dharmahusada No.36-A, RT.001/RW.04, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,Restoran Indonesia,"{'lat': -7.2666235, 'lng': 112.7674355}",1.9456425598886171,0.5413465497955787,1.0827492083450894
Depot Mahkota,"Jl. Ngagel Wasana III No.36, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.4,Rumah Makan,"{'lat': -7.2915, 'lng': 112.761949}",3.4969431049501476,2.369844040868574,1.7863051362769724
Depot Cak Bas,"Jl. Mulyorejo Tengah No.50, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.7,Restoran Nasi Goreng Restoran Bakso,"{'lat': -7.267004, 'lng': 112.7790371}",0.7028007707738244,1.2260537904342337,1.9665626243051322
Depot Sumber Sari,"Jl. Kertajaya Indah Timur XVI No.2 Blok P 245, Gebang Putih, Sukolilo, Surabaya, East Java 60117, Indonesia",4.4,Restoran Indonesia,"{'lat': -7.2783202, 'lng': 112.7866708}",0.9804835957183535,2.120090273574864,2.5858423840869227
"Depot ""Chi-Ki"" Bu Liem","Jalan Gubeng Kertajaya No.7c No. 20, Airlangga, Gubeng, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.5,Restoran Nasi Goreng Restoran Mie Restoran Tahu,"{'lat': -7.2764484, 'lng': 112.7556393}",3.3028096300548784,1.5604337619245607,0.8624744410582579
Depot PKL Mega Galaxy,"Ruko Mega Galaxy 14A No.20, Jl. Sukarno Hatta No.19, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",4.5,Rumah Makan,"{'lat': -7.2823017, 'lng': 112.7803602}",1.4843543219553192,1.7670280271381735,2.0177969426972524
Depot Terasa Nikmat Gubeng,"Jl. Gubeng Kertajaya VII C No.22, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",3.9,Restoran,"{'lat': -7.2764639, 'lng': 112.7557743}",3.2887039016919606,1.5472299407425163,0.8479137921460116
"Depot Dapur Masakan Malaysia (Chinese Food) ""Cak WONDO""","No Sukolilo, Jl. Arief Rahman Hakim No.28, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,Restoran Malaysia Restoran Indonesia Restoran Mie,"{'lat': -7.2903605, 'lng': 112.7959626}",2.606473051397574,3.6698747164284202,3.953477794794404
Depot sam,"Jl. Pumpungan V No.45D, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,Restoran,"{'lat': -7.2992624, 'lng': 112.764037}",4.006275153784233,3.1533504833808212,2.643195922729376
Depot Hongkong San Diego Pakuwon City,"Jl. Kalisari Permai I No.77, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",3.5,Restoran China,"{'lat': -7.2693189, 'lng': 112.8071575}",2.466425056261024,4.236605008676376,4.875169279767792
Depot Saudara (Chinese Food),"Jl. Mojo Klanggru No.186, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,Restoran China,"{'lat': -7.2682236, 'lng': 112.7740072}",1.2017275284317697,0.6685126162752667,1.4224977030445274
"Warung Nasi Uduk & Nasi Campur ""Bambu Pojok""","Java Tuning Racing team depan Alfamart, Jl. Keputih Tegal V gang pagar biru No.4, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.7,Rumah Makan Warung Makanan Kecil,"{'lat': -7.2909446, 'lng': 112.800048}",2.8998278393285273,4.08051676489861,4.391890470311083
Warkop Unyil - Tempat nongkrong dan ngopi asik,"Nginden Intan Timur I No.22 Blok A, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,Kedai Kopi,"{'lat': -7.308027, 'lng': 112.7729869}",4.456498512272594,4.109888737768385,3.7682400070766833
Warkop 4K,"Jl. Keputih Tegal No.52, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.5,Kedai Kopi,"{'lat': -7.2920985, 'lng': 112.8017572}",3.1146950824480184,4.308440156650448,4.615781835400345
Warkop Sholawat Bang Azis,"Jl. Gebang Kidul No.54 A, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,Kafe,"{'lat': -7.2827591, 'lng': 112.7877201}",1.487399091875126,2.4451231749810334,2.8012919609165374
Warkop Goeboeg 99,"Jl. Arief Rahman Hakim No.23, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2898215, 'lng': 112.7973095}",2.6286519524914675,3.758959692475582,4.06506201959322
Warkop Klampis Jaya (WARPOL),"Jl. Klampis Jaya Madya No.1-F, RT.005/RW.02, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,Kedai Kopi,"{'lat': -7.2895076, 'lng': 112.775619}",2.4241507360499646,2.159787244207,2.059715076286273
WARKOP JSS 99,"Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2856902, 'lng': 112.7848073}",1.7780317542647355,2.3827907489362183,2.6189988081770923
Warkop Not Café,"Jl. Mleto No.50, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2820612, 'lng': 112.7752011}",1.73500063235085,1.3893608803351933,1.4921691297160111
WARKOP WKS,"Jl. Raya Semampir No.85, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.9,Kafe,"{'lat': -7.3086648, 'lng': 112.7783176}",4.391291650265203,4.285347090837742,4.038163162886925
Warkop GW27 (Cak Tik)shodakoh ekoh,"Jl. Gebang Wetan No.27, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,Kafe Kedai Kopi,"{'lat': -7.2822164, 'lng': 112.7890415}",1.4682889502721754,2.5412707317532273,2.9251751106431954
Warkop Cak Ron,"Jl. Mojo Klanggru No.223, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.8,Kafe,"{'lat': -7.2680203, 'lng': 112.7747411}",1.1251221168735177,0.7499522793536001,1.5021865957389597
Warkop Magesta,"Jl. Mleto, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",4.8,Kedai Kopi,"{'lat': -7.2818651, 'lng': 112.7719241}",1.9613228764119948,1.224281382382433,1.176822524389706
Warkop Cak Kin,"Perumahan bumi marina emas barat, Jalan bumi marina emas barat no. 10, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.9,Kedai Kopi,"{'lat': -7.2922218, 'lng': 112.8024113}",3.1693673668597127,4.376754664553583,4.687418872127627
Warkop TKP,"Jl. Kejawan Putih Tambak No.47, Kejawaan Putih Tamba, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.7,Kedai Kopi,"{'lat': -7.2815621, 'lng': 112.8025724}",2.362736540264094,3.895937818976298,4.372944894516368
Warkop Cangkruk Pojok Tegar,"Jl. Medokan Semampir Indah No.505, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.5,Kedai Kopi,"{'lat': -7.310176, 'lng': 112.7796073}",4.537027106550607,4.484154603688819,4.250022000530399
WARKOP KS (Kopi Selir) Semampir,"Jl. Semampir Utara No.51, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.4,Kedai Kopi Kafe seni,"{'lat': -7.30748, 'lng': 112.7786025}",4.256200248122107,4.165787542513748,3.931518374450144
Warkop Klewer,"Jl. Klampis Ngasem III No.10, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,Kedai Kopi Kafe,"{'lat': -7.2885733, 'lng': 112.7749895}",2.3611673849312305,2.038426471291039,1.9357836798113526
Warkop Damis 77,"Jl. Gebang Putih No.14 No.14, RT.003/RW.03, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,Kafe,"{'lat': -7.2874209, 'lng': 112.784861}",1.9704883841534027,2.5202254537902635,2.7129861615315884
Depot Pak Min,"Jalan Manyar Kertoadi No.33 blok H, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",3.5,Rumah Makan Restoran,"{'lat': -7.2820234, 'lng': 112.7634825}",2.7214711778323553,1.3288323286796724,0.7254270612055882
Depot Naga,"Medokan Baru Iii No.6, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,Restoran,"{'lat': -7.3093156, 'lng': 112.7768817}",4.490802734958466,4.320108434618514,4.043470491410384
Depot Pak Min,"PQ9C+6W8, Jl. Mleto, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,Restoran Nasi Goreng Rumah Makan,"{'lat': -7.2819592, 'lng': 112.7723242}",1.9369567981540847,1.2473653732435956,1.2185083921538615
Depot M91,"Jl. Manyar Rejo II No.20, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,Kedai Sarapan  Makan Siang,"{'lat': -7.2952109, 'lng': 112.7646985}",3.6003579306061035,2.696986358002768,2.1964295457871943
SATE HALIM,"Jl. Manyar Kertoarjo No.114, RT.001/RW.06, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.7,Restoran Sate,"{'lat': -7.2806375, 'lng': 112.7711573}",1.9348181386368382,1.0703451414576182,1.0288029701829327
Raja Sate,"Jl. Semolowaru Tengah I No.62, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",5.0,Restoran Sate,"{'lat': -7.3039676, 'lng': 112.7787338}",3.8686863278083634,3.794123109602195,3.588939137918199
Sate Ayam Manyar Indah Pak Sali,"Jl. Manyar Indah Raya No.41, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.5,Restoran Sate,"{'lat': -7.2921957, 'lng': 112.7707978}",2.939778040976282,2.3339245103172934,2.0278828520713454
warung sate pak breng,"Jl. Semolowaru No.72, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.8,Restoran Sate,"{'lat': -7.3004078, 'lng': 112.7753963}",3.5686113934189843,3.3174086283339936,3.0694551993062764
Sate Taichan 88,"Jl. Raya Mulyosari No.228, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60113, Indonesia",4.5,Restoran Sate Rumah Makan,"{'lat': -7.2671731, 'lng': 112.7959714}",1.2638520289762485,3.0319700971191637,3.7100489337671787
Sate Madura Enak,"PQ5X+VMP, Jl. Keputih Makam Blk. E, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.4,Restoran Sate,"{'lat': -7.290293, 'lng': 112.7992078}",2.7872573455598224,3.9634733421729096,4.278375933762666
Pigmalion - Kertajaya Indah,"Jl. Raya Kertajaya Indah No.168, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,Restoran Sate,"{'lat': -7.2799737, 'lng': 112.7883127}",1.2063006740913629,2.3584683128298822,2.7925173420447167
Sate Ayam Cak Sul,"Jl. Keputih Timur Gg. Baru No.21 Blok D, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.4,Restoran Sate,"{'lat': -7.285665, 'lng': 112.8025345}",2.641548164896338,4.049247185252625,4.462013647587841
Sate Pak Imam Depan Polsek,"Jl. Klampis Sacharosa No.68, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.7,Restoran Sate Rumah Makan,"{'lat': -7.2857122, 'lng': 112.7816316}",1.81445094971533,2.1380667741223376,2.3093855504587157
"Sate Ayam Madura ""Bang Kumis""","Jl. Gebang Putih No.30A, RT.03/RW.03, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,Restoran Sate,"{'lat': -7.2865675, 'lng': 112.7850164}",1.8757348869252735,2.466042000697739,2.683128290032194
Raja Sate dan Soto,"Jl. Keputih Timur No.123C, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,Restoran Indonesia,"{'lat': -7.2852824, 'lng': 112.8022784}",2.592070434735511,4.006607054653787,4.424043070959842
Sate Ayam Ponorogo Pak Seger,"Jl. Dharmawangsa No.117, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.4,Restoran Sate Restoran Indonesia,"{'lat': -7.2798719, 'lng': 112.7560594}",3.365823172836832,1.6980365967467026,0.9443939870886767
Sate Pak Mat Jami'i,"Jl. Raya Menur No.2c, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,Restoran Sate,"{'lat': -7.2750425, 'lng': 112.7622081}",2.561732070271727,0.8377573599979398,0.14096578705049248
Sate Klopo Kak Mad,"Jl. Pucang Anom Tim. No.17A, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.2,Restoran Sate,"{'lat': -7.2826313, 'lng': 112.7560031}",3.486596187963818,1.8920541157725732,1.1377339059900715
Sate & Gule Cak Wit,"Jl. Karang Menjangan No.61, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.3,Restoran Sate Rumah Makan Restoran,"{'lat': -7.269031, 'lng': 112.7609215}",2.634880400540332,0.9048922534237114,0.7695188884799171
"Sate ""Sinar Jaya""","Jl. Dharmawangsa III, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.3,Restoran Sate Restoran Indonesia,"{'lat': -7.2694312, 'lng': 112.7561374}",3.161662510957132,1.4120721691202476,1.0474226796673083
Sate pak Ali madura,"Jl. Menur IV No.35 A, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,Restoran Sate Rumah Makan Toko Perlengkapan Rumah,"{'lat': -7.2909045, 'lng': 112.7638399}",3.3021410559451834,2.247526927167899,1.7135916697135696
Sate Padang Palapa,"Jl. Dharmawangsa No.98, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.3,Restoran Sate,"{'lat': -7.2742149, 'lng': 112.756122}",3.2027944267007333,1.4354611948617837,0.8153822655860646
sate madura umar,"no 94 a, Jl. Raya Menur No.1, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60282, Indonesia",4.6,Restoran Sate,"{'lat': -7.291429, 'lng': 112.7638858}",3.340535036133576,2.3029413272594104,1.7720367328605517
Soto Ayam Lamongan CAK HAR,"Jl. Dr. Ir. H. Soekarno No.220, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,Restoran Soto Ayam Restoran Indonesia Restoran,"{'lat': -7.2957171, 'lng': 112.7813592}",2.917760492684575,3.0480294199098013,2.996242106119632
Restoran Padang Sederhana - Kertajaya,"Jl. Raya Kertajaya Indah No.100, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.6,Restoran Padang Restoran Keluarga,"{'lat': -7.280978, 'lng': 112.7811907}",1.315731565786962,1.7395205123893482,2.0546659848581523
DEPOT SEDERHANA (GUBENG POJOK),"Jl. Stasiun Gubeng No.1A, Pacar Keling, Kec. Genteng, Surabaya, Jawa Timur 60272, Indonesia",4.6,Restoran Indonesia Kedai Sarapan Restoran Jawa,"{'lat': -7.2664351, 'lng': 112.7518896}",3.6481796326726204,1.9421009298918515,1.6210836092632563
Dapoer Kecombrang Surabaya - Wonorejo Timur,"Jl. Wonorejo Timur, Wonorejo, Kec. Rungkut, Surabaya, Jawa Timur 60297, Indonesia",4.9,Restoran Seafood Restoran Kepiting Restoran,"{'lat': -7.3089034, 'lng': 112.7886546}",4.379908186318352,4.720062025828722,4.642719307485371
Wapo Resto,"Jl. Airlangga No.43, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.4,Restoran Nasi Goreng,"{'lat': -7.2705024, 'lng': 112.7602896}",2.704996949679765,0.9428855351861998,0.6530810031061163
Boncafe - Pregolan,"Jl. Pregolan No.2, Tegalsari, Kec. Tegalsari, Surabaya, Jawa Timur 60262, Indonesia",4.7,Restoran Steak Toko Es Krim Restoran Masakan Barat,"{'lat': -7.2661868, 'lng': 112.7397954}",4.979430010947945,3.2493791458530157,2.802001976125225
Domicile Kitchen And Lounge,"Jl. Sumatera No.35, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.6,Restoran Masakan Barat Restoran Amerika Restoran,"{'lat': -7.2693134, 'lng': 112.7499594}",3.8432034141077427,2.089846254030307,1.6343368477673474
de Soematra,"Jl. Sumatera No.75, Gubeng, Kec. Gubeng, Surabaya, Jawa Timur 60281, Indonesia",4.7,Restoran Restoran Mewah Restoran Italia Restoran Spanyol Restoran Masakan Barat,"{'lat': -7.271381, 'lng': 112.747355}",4.134449622355702,2.3654185684103153,1.8280745299206462
Tokyo Resto 68,"Jl. Raya Nginden No.68, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.5,Restoran China Restoran Indonesia,"{'lat': -7.303212, 'lng': 112.7617886}",4.508629084331832,3.631748645813784,3.0865594226196276
Arumanis Restaurant,"Bumi Surabaya City Resort, Jl. Jend. Basuki Rakhmat No.106-128, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271, Indonesia",4.7,Restoran Prasmanan Kedai Sarapan Restoran China Restoran Indonesia Restoran Jawa Restoran Restoran Masakan Barat,"{'lat': -7.2714753, 'lng': 112.7406384}",4.87506791071309,3.1063088467850077,2.5501863353992804
Hanamasa - Gubeng Pojok,"Jl. Gubeng Pojok No.31 010, RT.010/RW.07, Ketabang, Kec. Genteng, Surabaya, Jawa Timur 60272, Indonesia",4.6,Restoran Jepang Restoran Prasmanan,"{'lat': -7.2658483, 'lng': 112.7514572}",3.7026219299072953,2.0066911904351437,1.6991442271036847
Rumah Makan Layar Seafood Manyar,"Jl. Manyar Kertoarjo No.23 - 25, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,Restoran Seafood Restoran Ikan Bakar,"{'lat': -7.2796, 'lng': 112.766604}",2.289094938824273,0.9541747998499921,0.5768322971529106
Sate House Bogowonto,"Jl. Pucang Jajar No.5, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.5,Restoran Sate Restoran India Restoran Indonesia,"{'lat': -7.2840137, 'lng': 112.7601146}",3.153854760928645,1.707718230626243,1.0136676077255808
Sate dan Gulai Kambing Pucan,"No., Jl. Pucang Anom Tim. No.21-B, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.3,Restoran Sate,"{'lat': -7.2837264, 'lng': 112.7559216}",3.5466219872746914,1.9816673499414856,1.2317191850311804
sate pak sabar,"Jl. Dharmahusada No.38C, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.3,Restoran,"{'lat': -7.2660569, 'lng': 112.762947}",2.444225763463448,0.8698790058962388,1.051214434094465
Sate Plecing Bli Kesuma,"Oebin Cafe, Jl. Raya Manyar No.49 Lantai 2, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,Restoran Sate,"{'lat': -7.2943251, 'lng': 112.7625701}",3.675539038566777,2.6508850797749277,2.0952589310666787
Taichan Nyot2,"Jl. Dharmawangsa No.109, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.5,Restoran Sate,"{'lat': -7.2792099, 'lng': 112.7560165}",3.3462971126178744,1.6618501918697421,0.9129154591847154
Sate Madurasa,"Jl. Raya Menur No.5, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.1,Restoran Sate,"{'lat': -7.2753229, 'lng': 112.7625344}",2.5342468500049056,0.8232359616781907,0.09748527418636611
