title,address,totalScore,categories,location
Green Cloud Cafe,"Jl. Semolowaru Utara No.21, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.6,['Kafe'],"{'lat': -7.29848, 'lng': 112.779536}"
Sand Box Cafe - Pakuwon City Mall,"Pakuwon Town Square AA1-25, Kejawaan Putih Tamba, Mulyorejo, Surabaya, East Java 60112, Indonesia",4.9,['Kafe'],"{'lat': -7.2761492, 'lng': 112.8051428}"
The Localist Coffee and Bistro Surabaya,"Jl. Arief Rahman Hakim No.40, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.3,"['Kafe', 'Restoran']","{'lat': -7.2900085, 'lng': 112.7770857}"
Warung Kopi Mbooud,"Komp. Pertokoan Barata Jaya, 59 Blok A 16, Jl. Barata Jaya, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.2989613, 'lng': 112.7605843}"
Kofie Paste,"Jl. Gubeng Kertajaya No.7C/56 Lantai 2, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.7,"['Kedai Kopi', 'Kafe']","{'lat': -7.2766931, 'lng': 112.7570949}"
Kopi Lain Hati - Keputih,"PR54+7PG, Jalan, Tegal Timur, Keputih, Sukolilo, Surabaya, East Java 60111, Indonesia",4.5,['Kedai Kopi'],"{'lat': -7.2918075, 'lng': 112.8068284}"
Kedai Kopi Oy! x BC PSKNBEAT. SBY,"001, Jl. Raya Nginden No.143, RW.07, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.9,['Kedai Kopi'],"{'lat': -7.3056466, 'lng': 112.7622821}"
LAKONE Koffie,"Jl. Keputih No.I / 20, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.2883079, 'lng': 112.79781}"
Kopi Anak Monopole Klampis,"Jl. Klampis Jaya No.76, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.2846124, 'lng': 112.7765748}"
Bent's Roti Kopi,"Jl. Ngagel Jaya Selatan No.105, RW.01, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.7,['Kedai Kopi'],"{'lat': -7.2934974, 'lng': 112.7564902}"
Kopi Kenangan - Dharmahusada,"Jl. Dharmahusada No.72-58, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,['Kedai Kopi'],"{'lat': -7.2660799, 'lng': 112.7644195}"
Kopi Anak Monopole - Ngagel,"Jl. Ngagel Jaya No.41, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.9,['Kedai Kopi'],"{'lat': -7.2901228, 'lng': 112.7560709}"
Aku Dan Kopi,"Jl. Raya Menur No.34, RT.008/RW.07, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.9,['Kedai Kopi'],"{'lat': -7.2771445, 'lng': 112.7618815}"
FULL MOON Cafe and Eatery,"Jl. Karang Menur No.22, RT.008/RW.07, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.6,['Kafe'],"{'lat': -7.2758818, 'lng': 112.7599079}"
Eicy Cafe,"Jl. Manyar Jaya No.2e, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,"['Kafe', 'Kedai Kopi']","{'lat': -7.2945429, 'lng': 112.768385}"
apollo billiard and cafe,"Jl. Raya Menur No.34F, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.9,['Kafe'],"{'lat': -7.2769991, 'lng': 112.7619318}"
Harman Cafe,"Jl. Nginden Semolo No.46a, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.6,"['Kafe', 'Kedai Kopi']","{'lat': -7.2999956, 'lng': 112.7667953}"
MADANI CAFE SURABAYA,"Jl. Gubeng Kertajaya IX Raya C Raya No.23, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.6,['Kafe'],"{'lat': -7.2768622, 'lng': 112.7581685}"
OEBIN,"Jl. Raya Manyar No.49, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.9,['Kafe'],"{'lat': -7.2943867, 'lng': 112.7626124}"
Arra Cafe,"Jl. Manyar Kertoarjo I No.2, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",5.0,['Kafe'],"{'lat': -7.2813507, 'lng': 112.7642047}"
Combi Road Cafe,"no Jl Raya No.70, Menur Pumpungan, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,['Kafe'],"{'lat': -7.280181, 'lng': 112.762115}"
Upper Room Cafe & Resto,"Nginden Intan Selatan Blok:C7, Jl. Raya Nginden Jangkungan No.7, Ngenden Jangkungan, Sukolilo, Surabaya, East Java 60118, Indonesia",4.5,"['Kafe', 'Kedai Kopi', 'Restoran Cepat Saji', 'Restoran']","{'lat': -7.3065735, 'lng': 112.7657903}"
Cak Di Cafe & live music,"PQG4+9QF, Jl. Srikana No.200, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.8,['Kafe'],"{'lat': -7.2740525, 'lng': 112.7569949}"
"Bucket and catering ,pangsit mie ayam jakarta","Jl. Kedung Pengkol Gg. 2 No.8, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60131, Indonesia",4.5,['Restoran Mie'],"{'lat': -7.2647601, 'lng': 112.7646765}"
Pangsit Mie Bangka Mulyorejo,"Jl. Bhaskara Sari No.20, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.3,"['Restoran Mie', 'Restoran Pempek']","{'lat': -7.267535, 'lng': 112.7975492}"
Mie Asui 168,"Ruko Galaxy Bumi Permai, Araya H5 / 12, Surabaya, Jawa Timur 60119, Indonesia",4.4,['Restoran China'],"{'lat': -7.301334, 'lng': 112.7845572}"
Mie Ayam dan Bakso Solo Ning Ati,"Jl. Krukah Lama I No.15 B, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60245, Indonesia",4.7,"['Restoran Mie', 'Rumah Makan', 'Restoran']","{'lat': -7.2943653, 'lng': 112.7557726}"
"Bakso, Pangsit, Mie Ayam Ning Ati","Jl. Barata Jaya No.16, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.5,"['Restoran Mie', 'Restoran Bakso']","{'lat': -7.2989349, 'lng': 112.7570508}"
Mie Tokyo Chinese Food,"Jl. Raya Nginden No.20A, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.4,"['Restoran Mie', 'Restoran China', 'Restoran']","{'lat': -7.3003912, 'lng': 112.7618674}"
Pangsit Mie Ayam Mas Eko,"Jl. Nginden Semolo No.20, RT.002/RW.01, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,['Restoran Mie'],"{'lat': -7.2997519, 'lng': 112.7640878}"
Depot Kwan Mie Keriting & Kwetiau Medan,"Ruko San Diego MR1 No.3 - Pakuwon City, Jl. Kalisari Permai I No.6, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.6,"['Restoran Mie', 'Restoran China']","{'lat': -7.269891, 'lng': 112.805306}"
PANGSIT MIE CAHAYA,"Jl. Raya Manyar, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60171, Indonesia",4.7,"['Restoran Mie', 'Restoran Indonesia']","{'lat': -7.2962784, 'lng': 112.7624166}"
Medicine Cafe,"Jalan Profesor Doktor Moestopo No.47, Pacar Kembang, Kec. Tambaksari, Surabaya, Jawa Timur 60132, Indonesia",4.6,['Kafe'],"{'lat': -7.265537, 'lng': 112.75959}"
Point Cafe Dharmahusada 62,"Jl. Dharmahusada No.62, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,['Kedai Kopi'],"{'lat': -7.26614, 'lng': 112.7645909}"
Garasi 1/2 Cafe and Eatery,"Jl. Mojo I No.2, RT.06/RW.5, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,"['Kedai Kopi', 'Kafe']","{'lat': -7.2687997, 'lng': 112.7638251}"
Eleven Cafe,"Jalan Pucang Anom Timur IV, Blok AI No.26, Kota Surabaya, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",5.0,['Kafe'],"{'lat': -7.2862585, 'lng': 112.7556171}"
Ambyar cafe,"Jl. Pucang Anom Tim. No.17-19, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.8,['Kafe'],"{'lat': -7.2831985, 'lng': 112.7561038}"
Cafe Isen,"lobby lt 1 RS Husada Utama, Jl. Prof. DR. Moestopo No.31-35, Pacar Keling, Kec. Tambaksari, Surabaya, Jawa Timur 60131, Indonesia",4.9,"['Kafe', 'Restoran']","{'lat': -7.2648203, 'lng': 112.7561326}"
Fortitude Bound by Loyalty,"Jl. Kep Tegal Tim. No.33 No.A2, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,['Kafe'],"{'lat': -7.2912409, 'lng': 112.8042622}"
VARASH SURABAYA,"blok g, 1, Jl. Arif Rachman Hakim, Ruko Klampis 21 No.51, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,['Kafe'],"{'lat': -7.2864642, 'lng': 112.7757434}"
Ludic Cafe Semolo,"Jl. Sukosemolo No.8, RW.9, Nginden Jangkungan, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.2,['Kedai Kopi'],"{'lat': -7.3011846, 'lng': 112.7803726}"
Kedai Rhythm,"Jl. Ngagel Jaya Utara No.50, Pucang Sewu, Kec. Gubeng, Surabaya, Jawa Timur 60111, Indonesia",4.4,"['Kafe', 'Kedai Kopi']","{'lat': -7.2893418, 'lng': 112.7566448}"
Strike Pool & Cafe,"Jl. Raya Dharma Husada Indah AA20 No.106, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,"['Kafe', 'Tempat Biliar']","{'lat': -7.2772222, 'lng': 112.7722222}"
Point Cafe Dharmawangsa 41,"Jl. Dharmawangsa No.41, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",4.7,['Kedai Kopi'],"{'lat': -7.274703, 'lng': 112.7564588}"
Cafe Nusa Indah,"No Jl. Ngagel Tama No.61, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60283, Indonesia",4.1,['Kafe'],"{'lat': -7.2922761, 'lng': 112.757681}"
Kedai Mino,"PQ99+4QV, Jalan, Manyar Sabrangan, Mulyorejo, Surabaya, East Java 60116, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.2821312, 'lng': 112.7694102}"
Kedai Cemoro,"Jl. Raya Semampir No.79E, Medokan Semampir, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.1,"['Kafe', 'Toko kopi']","{'lat': -7.308773, 'lng': 112.778325}"
Kedai MID,"Jl. Klampis Ngasem No.37, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,['Kafe'],"{'lat': -7.287918, 'lng': 112.77419}"
Kedai Rino Wengi,"Jl. Keputih Tegal No.25, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2934959, 'lng': 112.8016071}"
Kedai Dulur Dewe,"PQ99+5Q3, Jalan, Manyar Sabrangan, Mulyorejo, Surabaya, East Java 60116, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2821312, 'lng': 112.7694102}"
KEDAI Pi-toe Pi-toe,"Jl. Mojo Kidul No.77, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.7,['Kedai Kopi'],"{'lat': -7.2689577, 'lng': 112.7674286}"
Kedai Letole,"Jl. Kejawan Gebang Keputih Gg. I No.21, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,"['Kedai Kopi', 'Restoran']","{'lat': -7.2867791, 'lng': 112.8000144}"
KEDAI DO'A IBU,"Jl. Kaliwaron No.60, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.2634627, 'lng': 112.7675029}"
Kedai Ciamso 2.0,"79, Jl. Raya Dharma Husada Indah No.D-6, RT.003/RW.09, Mulyorejo, Surabaya, East Java 60115, Indonesia",4.7,['Kedai Kopi'],"{'lat': -7.2753969, 'lng': 112.773216}"
Kedai ORI Manyar,"Jl. Manyar Tirtoyoso No.90, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60118, Indonesia",4.5,"['Kafe', 'Restoran']","{'lat': -7.2893462, 'lng': 112.770359}"
Kedai ButonG,"Jl. Keputih Tegal Timur No.C - 17, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.1,['Kedai Kopi'],"{'lat': -7.2924635, 'lng': 112.8108403}"
Pangsit Mie Ayam Tuban,"Jl. Deles No.9H, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,['Restoran Mie'],"{'lat': -7.2907719, 'lng': 112.7798511}"
Mie Gever 25,"Jl. Raya Menur No.76, RT.008/RW.10, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.4,['Restoran Mie'],"{'lat': -7.2802869, 'lng': 112.7620599}"
MIE REDJO KTT,"A7/43, Jl. Keputih Tegal Timur, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.6,['Restoran Mie'],"{'lat': -7.2912418, 'lng': 112.8046768}"
Pangsit Mie Ayam Jakarta Bu Tin,"Jl. Gebang Lor No.36, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,['Restoran Mie'],"{'lat': -7.281648, 'lng': 112.787109}"
MIE ADONAI,"Jl. Sutorejo Tengah II No.30, Dukuh Sutorejo, Mulyorejo, Surabaya, Surabaya East, 60113, Indonesia",4.5,"['Restoran Mie', 'Restoran Masakan Ayam', 'Restoran Jawa', 'Restoran Nasi Goreng']","{'lat': -7.2669994, 'lng': 112.7922336}"
MIE DHOHO,"Jl. Wisma Permai II No.1, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",4.6,['Restoran Mie'],"{'lat': -7.2752797, 'lng': 112.7901058}"
Comfy Laundry & Cafe,"Jl. Dharmawangsa No.98A, RT.009/RW04, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286, Indonesia",5.0,"['Binatu', 'Kafe']","{'lat': -7.2742149, 'lng': 112.756122}"
Manna Cafe,"Jl. Nginden Semolo No.101 kav. 24, Menur Pumpungan, Sukolilo, Surabaya, East Java 60118, Indonesia",4.5,"['Kafe', 'Restoran Nasi Goreng', 'Restoran Mie']","{'lat': -7.299748, 'lng': 112.7715872}"
Cafe 18,"No, Jl. Arief Rahman Hakim No.14, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",5.0,['Kafe'],"{'lat': -7.2900059, 'lng': 112.7748119}"
"Konoae Warung A La Cafe, Klampis Ngasem","Jl. Klampis Ngasem IV No.39, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,['Kafe'],"{'lat': -7.2840839, 'lng': 112.7757231}"
Café Airlangga,"Kampus C Universitas Airlangga, Universitas Airlangga (Dukuh Sutorejo), Mulyorejo, Surabaya, East Java 60115, Indonesia",4.7,"['Kafe', 'Kafetaria']","{'lat': -7.2685051, 'lng': 112.7850729}"
Aume Cafe,"Jl. Sutorejo Tengah XIII No.40, Dukuh Sutorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60113, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.265141, 'lng': 112.792115}"
cafe K3 coffeety first,"Jl. Semolowaru No.128, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.5,['Kafe'],"{'lat': -7.300716, 'lng': 112.777952}"
Nio Billiard & Cafe,"Atlas sport club, Jl. Dharmahusada Indah Barat III No.64-66, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,"['Kafe', 'Tempat Biliar']","{'lat': -7.2744885, 'lng': 112.7698916}"
Baskhara Cafe,"Jl. Manyar Jaya Praja I No.47, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.4,['Kafe'],"{'lat': -7.298463, 'lng': 112.768874}"
TERAS CAFE 73 (STMJ - KOPI - SUSU),"Jl. Manyar Sabrangan No.73, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",5.0,['Kafe'],"{'lat': -7.282282, 'lng': 112.7647332}"
Cafe 94,"PRG3+9VV, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",5.0,['Kafe'],"{'lat': -7.2740192, 'lng': 112.8046701}"
Homu Cafe,"Jl. Manyar Tirtoyoso Sel I No.mor 77, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.6,['Kafe'],"{'lat': -7.2883644, 'lng': 112.7726486}"
BASS COFFEE & EATERY,"Jl. Pucang Jajar No.9, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",5.0,['Kafe'],"{'lat': -7.284227, 'lng': 112.7601505}"
Mesthi Cafe,"Jl. Raya Menur No.72, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.9,['Kafe'],"{'lat': -7.2803733, 'lng': 112.7620879}"
CAFE HAUS,"Jl. Ngagel Jaya Indah No.C No.67, RW.02, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.3,['Kafe'],"{'lat': -7.2887267, 'lng': 112.7621944}"
Kedai MARTOREDJO,"Jl. Ngagel Tama No.31, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.9,['Kedai Kopi'],"{'lat': -7.289967, 'lng': 112.7579821}"
Kedai Zhuka,"Jl. Gebang Putih No.64, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,['Kedai Kopi'],"{'lat': -7.2844954, 'lng': 112.7853012}"
Kedai Soekatjita Selaloe,"Jl. Bratang Wetan No.49/2-A, Ngagelrejo, Kec. Wonokromo, Surabaya, Jawa Timur 60245, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.2939585, 'lng': 112.7568772}"
Kedai Kita,"Jl. Pucang Anom No.87, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60282, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.2841898, 'lng': 112.7588602}"
Kedai Kopi Pancing Cak Wid,"Gubeng B Dalam Jl. Kertajaya No.2, Kertajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.7,"['Kedai Kopi', 'Kafe', 'Toko kopi']","{'lat': -7.2794868, 'lng': 112.7571054}"
Kedai Kopi Sedjalan,"Jl. Pumpungan V No.6, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",4.8,['Kedai Kopi'],"{'lat': -7.2955618, 'lng': 112.7641981}"
Kedai Zoom,"Jl. Raya Nginden No.149, Baratajaya, Kec. Sukolilo, Surabaya, Jawa Timur 60284, Indonesia",4.6,"['Kedai Kopi', 'Toko kopi']","{'lat': -7.3057377, 'lng': 112.7622295}"
Depot Bu Rudy - Dharmahusada,"Jl. Dharmahusada No.144, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.5,"['Restoran Indonesia', 'Toko Roti', 'Toko Suvenir', 'Restoran Jawa', 'Restoran']","{'lat': -7.2673802, 'lng': 112.770095}"
Depot 52 Prasmanan,"Jl. Arief Rahman Hakim No.52, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.3,"['Restoran Prasmanan', 'Rumah Makan']","{'lat': -7.2901566, 'lng': 112.7971878}"
Depot Klampis G-160,"PQ3H+VFJ, Jl. Klampis Anom II, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.4,['Restoran'],"{'lat': -7.2952843, 'lng': 112.7786324}"
Depot Pak Bas,"Jl. Mleto No.33B, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60116, Indonesia",4.3,"['Restoran Nasi Goreng', 'Restoran Mie']","{'lat': -7.2815832, 'lng': 112.7720778}"
Depot J-One,"Perumdos ITS, Blk. J No.1, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.5,"['Restoran Prasmanan', 'Rumah Makan']","{'lat': -7.2874756, 'lng': 112.794552}"
Depot,"Mutiara Food Festival Sf 5, Gg. 16 B No.12, Kejawaan Putih Tamba, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia",4.0,['Restoran'],"{'lat': -7.2829173, 'lng': 112.8030718}"
Depot Family,"Jl. Klampis Jaya No.56, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,['Restoran'],"{'lat': -7.2851575, 'lng': 112.7764858}"
Depot AA,"Jl. Raya Mulyosari No.115 A, Kalisari, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",5.0,['Restoran Indonesia'],"{'lat': -7.2655682, 'lng': 112.7961195}"
Depot Tombo Luwe,"Jl. Arief Rahman Hakim No.52 A, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.5,['Restoran'],"{'lat': -7.2900878, 'lng': 112.7972642}"
Depot Ratu,"Jl. Klampis Ngasem Jl. Klampis Ngasem Gg. Masjid No.1A, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",3.8,['Restoran Indonesia'],"{'lat': -7.2859542, 'lng': 112.7752038}"
Depot Ny Kim,"Perumahan Wisma Mukti Jl. Klampis Semolo Barat IX No.14 Blok L7, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.8,['Restoran Pesan-Bawa'],"{'lat': -7.2977129, 'lng': 112.7745769}"
Depot Gang Djangkrik Manyar Kertoarjo Surabaya,"Jl. Manyar Kertoarjo No.104, Manyar Sabrangan, Kec. Mulyorejo, Surabaya, Jawa Timur 60116, Indonesia",4.5,['Restoran China'],"{'lat': -7.280685, 'lng': 112.770531}"
Depot Pawon Ijo,"Jl. Semolo Waru Selatan VIII No.17, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.7,['Restoran'],"{'lat': -7.3025866, 'lng': 112.7762876}"
Depot 55,"Jl. Mulyorejo Tengah No.55, Mulyorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60115, Indonesia",3.0,"['Restoran', 'Kedai Sarapan & Makan Siang', 'Restoran Indonesia']","{'lat': -7.2676421, 'lng': 112.7789189}"
Depot Icha,"Sentra Kuliner Deles, Jl. Arief Rahman Hakim No.14, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,['Rumah Makan'],"{'lat': -7.2898809, 'lng': 112.7839877}"
Kedai Senja Kopi 2,"PQ6F+6P6, Gg. Tembusan, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2894205, 'lng': 112.7743289}"
Kedai Kopi Cengengesan,"Jl. Keputih Tegal I No.1 A, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.4,"['Kedai Kopi', 'Kafe']","{'lat': -7.2950135, 'lng': 112.8013845}"
Kedai Senja Kopi,"Jl. Ngagel Jaya Utara No.120, RT.009/RW.02, Baratajaya, Kec. Gubeng, Surabaya, Jawa Timur 60284, Indonesia",4.2,['Kedai Kopi'],"{'lat': -7.2896074, 'lng': 112.7604494}"
Kedai Veskopi,"Jl. Gebang Putih No.107, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.9,['Kedai Kopi'],"{'lat': -7.2848654, 'lng': 112.7850854}"
Kedai kopi,"Jl. Kalidami No.1A, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",4.4,['Kedai Kopi'],"{'lat': -7.274868, 'lng': 112.7625494}"
"Kedai Warkop ""Kopi Lawas""","Jl. Gebang Putih No.52, Gebang Putih, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.6,['Kedai Kopi'],"{'lat': -7.2851467, 'lng': 112.7851669}"
Kedai 27 Derajad,"Jl. Manyar Kartika Barat No.19, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60211, Indonesia",5.0,"['Kafe', 'Restoran']","{'lat': -7.2924562, 'lng': 112.7642585}"
KEDAI KOPI JOSS RENSY,"Jl. Mojo III No.16, Mojo, Kec. Gubeng, Surabaya, Jawa Timur 60285, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2694722, 'lng': 112.7652651}"
Kedai Sumber Bahagia,"Jl. Menur Pumpungan No.121, Menur Pumpungan, Kec. Sukolilo, Surabaya, Jawa Timur 60118, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2891923, 'lng': 112.7689078}"
Kedai Summerr,"Jl. Semampir Tengah V No.2, RT.004/RW.01, Medokan Semampir, Sukolilo, Surabaya, East Java 60119, Indonesia",5.0,['Kafe'],"{'lat': -7.3065659, 'lng': 112.7808911}"
Kedai Hutan Tropis,"City Home Regency No.H12, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",5.0,['Kedai Kopi'],"{'lat': -7.2932537, 'lng': 112.8106631}"
Warteg Putri Sami Asih Semolowaru,"Jl. Semolowaru No.9a, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.3,['Warung tegal'],"{'lat': -7.3001417, 'lng': 112.7732699}"
Warteg Bu Erni,"Jl. Arief Rahman Hakim No.8 A, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.0,"['Warung tegal', 'Restoran Jawa']","{'lat': -7.2897826, 'lng': 112.7833198}"
Warteg Aero Sukolilo,"PQ5W+XXM, Jl. Arief Rahman Hakim, Keputih, Kec. Sukolilo, Surabaya, Jawa Timur 60111, Indonesia",4.4,['Warung tegal'],"{'lat': -7.2900379, 'lng': 112.7974251}"
Warteg Orens Bahari 150 - Semolowaru,"Jl. Semolowaru No.176A, Semolowaru, Kec. Sukolilo, Surabaya, Jawa Timur 60119, Indonesia",4.0,['Warung tegal'],"{'lat': -7.301198, 'lng': 112.78099}"
Kharisma Bahari Charis,"PQ3H+JRF Rumah Pojok, Jl. Klampis Semolo No.72, Klampis Ngasem, Kec. Sukolilo, Surabaya, Jawa Timur 60117, Indonesia",4.9,['Warung nasi'],"{'lat': -7.2959355, 'lng': 112.7795336}"
Warteg Kekinian,"Bale Hinggil Apartment, Jl. Dr. Ir. H. Soekarno No.63, Medokan Semampir, Sukolilo, Surabaya, East Java 60119, Indonesia",5.0,['Warung tegal'],"{'lat': -7.3097583, 'lng': 112.7812869}"
